pd_itm_no,pd_itm_no_ma,pd_grp_no,pd_abrv_nm,lseg_key,ter,replication,base_market,base_asset,hedge_type,charge_rt_final,charge_rt_source
KRG580000229,Q580022,ETN,KB 레버리지 금 선물 ETN(H),580022,,,,,,,
KRG580000278,Q580027,ETN,KB 인버스 2X 은 선물 ETN(H),580027,,,,,,,
KRG580000377,Q580037,ETN,KB S&P 인버스 2X WTI원유 선물 ETN,580037,,,,,,,
KRG580000401,Q580040,ETN,KB 인버스 2X KOSPI 200 선물 ETN,580040,,,,,,,
KRG580000484,Q580048,ETN,KB 차이나 대형주 CSI 300 ETN,580048,,,,,,,
KRG580000542,Q580054,ETN,KB 인버스 2X 콩 선물 ETN,580054,,,,,,,
KRG580000567,Q580056,ETN,KB 일본 로보틱스 TOP 10 ETN,580056,,,,,,,
KRG580000625,Q580062,ETN,KB 레버리지 미국채 30년 ETN,580062,,,,,,,
KRG580000641,Q580064,ETN,KB 인버스 2X 미국채 10년 선물 ETN,580064,,,,,,,
KRG580000658,Q580065,ETN,KB 코스닥 150 TR ETN,580065,,,,,,,
KRG530001269,Q530126,ETN,삼성 코리아 밸류업 TR ETN,530126,,,,,,,
KRG530001277,Q530127,ETN,삼성 미국다우존스 TR ETN,530127,,,,,,,
KRG530001368,Q530136,ETN,삼성 인버스 2X 천연가스 선물 ETN D,530136,,,,,,,
KRG530001400,Q530140,ETN,삼성 iSelect 레버리지 조선 TOP10 TR ETN,530140,,,,,,,
KRG531800602,Q530060,ETN,삼성 코스피 양매도 5% OTM ETN,530060,,,,,,,
KRG532400311,Q530031,ETN,삼성 레버리지 WTI원유 선물 ETN,530031,,,,,,,
KRG550000803,Q550080,ETN,N2 US 500 ETN(H),550080,,,,,,,
KRG550000829,Q550082,ETN,N2 KIS CD금리투자 ETN,550082,,,,,,,
KRG550000837,Q550083,ETN,N2 iSelect 배터리 재활용 Top10 ETN,550083,,,,,,,
KRG550000928,Q550092,ETN,N2 월간 레버리지 방위산업 Top5 ETN,550092,,,,,,,
KRG580000740,Q580074,ETN,KB BYD 밸류체인 ETN,580074,,,,,,,
KRG580000807,Q580080,ETN,KB 인버스 은 선물 ETN,580080,,,,,,,
KRG580000831,Q580083,ETN,KB 레버리지 미국 S&P500 선물 ETN B,580083,,,,,,,
KRG580000898,Q580089,ETN,KB 솔랙티브 레버리지 금 선물 ETN,580089,,,,,,,
KRG580000906,Q580090,ETN,KB 솔랙티브 인버스 2X 금 선물 ETN,580090,,,,,,,
KRG581100101,Q580010,ETN,KB Wise 분할매매 ETN,580010,,,,,,,
KRG610000025,Q610002,ETN,메리츠 레버리지 인플레이션 국채 ETN,610002,,,,,,,
KRG610000124,Q610012,ETN,메리츠 레버리지 금 선물 ETN(H),610012,,,,,,,
KRG610000199,Q610019,ETN,메리츠 레버리지 국채10년 ETN,610019,,,,,,,
KRG610000207,Q610020,ETN,메리츠 인버스 국채10년 ETN,610020,,,,,,,
KRG610000215,Q610021,ETN,메리츠 인버스 2X 국채10년 ETN,610021,,,,,,,
KRG570000585,Q570058,ETN,한투 인버스은선물 ETN,570058,,,,,,,
KRG570000619,Q570061,ETN,한투 레버리지은선물 ETN,570061,,,,,,,
KRG570000635,Q570063,ETN,한투 베트남VN30선물 ETN(H),570063,,,,,,,
KRG570000650,Q570065,ETN,한투 레버리지베트남VN30선물 ETN(H),570065,,,,,,,
KRG570000668,Q570066,ETN,한투 인버스2X베트남VN30 선물 ETN(H),570066,,,,,,,
KRG570000692,Q570069,ETN,한투 레버리지플래티넘선물 ETN,570069,,,,,,,
KRG570000718,Q570071,ETN,한투 구리선물 ETN,570071,,,,,,,
KRG570000791,Q570079,ETN,한투 블룸버그 인버스 2X WTI원유 선물 ETN,570079,,,,,,,
KRG570000841,Q570084,ETN,한투 블룸버그 인버스 2X 천연가스선물 ETN,570084,,,,,,,
KRG570000858,Q570085,ETN,한투 인도네시아대표원자재 ETN,570085,,,,,,,
KRG570000916,Q570091,ETN,한투 인버스유로스탁스50 ETN(H) C,570091,,,,,,,
KRG570000999,Q570099,ETN,한투 인버스2X엔달러 선물 ETN(H),570099,,,,,,,
KRG570001088,Q570108,ETN,한투 레버리지국채30년 ETN,570108,,,,,,,
KRG570001179,Q570117,ETN,한투 인버스2XWTI원유선물 ETN B,570117,,,,,,,
KRG570001187,Q570118,ETN,한투 인버스2X천연가스선물 ETN B,570118,,,,,,,
KRG570001252,Q570125,ETN,한투 솔랙티브레버리지금선물 ETN,570125,,,,,,,
KRG572100235,Q570023,ETN,한투 인버스2XS&P500선물 ETN(H),570023,,,,,,,
KRG580000146,Q580014,ETN,KB 인버스 2X 나스닥 100 ETN,580014,,,,,,,
KRG580000179,Q580017,ETN,KB 인버스 2X S&P 500 선물 ETN,580017,,,,,,,
KRG580000237,Q580023,ETN,KB 인버스 2X 금 선물 ETN(H),580023,,,,,,,
KRG580000328,Q580032,ETN,KB 레버리지 구리 선물 ETN(H),580032,,,,,,,
KRG580000435,Q580043,ETN,KB 레버리지 KOSDAQ 150 선물 ETN,580043,,,,,,,
KRG580000591,Q580059,ETN,KB 미국채 10년 ETN,580059,,,,,,,
KRG580000666,Q580066,ETN,KB 인도 대형 성장주 Select 5 ETN,580066,,,,,,,
KRG580000674,Q580067,ETN,KB 인도 디지털 Select 5 ETN,580067,,,,,,,
KRG580000716,Q580071,ETN,KB 인버스 2X 천연가스 선물 ETN B,580071,,,,,,,
KRG580000765,Q580076,ETN,KB 레버리지 미국 나스닥 100 TR ETN B,580076,,,,,,,
KRG580000781,Q580078,ETN,KB 은 선물 ETN,580078,,,,,,,
KRG580000815,Q580081,ETN,KB 인버스 2X 은 선물 ETN,580081,,,,,,,
KRG580000880,Q580088,ETN,KB 인버스 2X KOSPI 200 선물 ETN B,580088,,,,,,,
KRG610000033,Q610003,ETN,메리츠 미국 인플레이션 국채 ETN(H),610003,,,,,,,
KRG610000041,Q610004,ETN,메리츠 미국레버리지 인플레이션국채ETN(H),610004,,,,,,,
KRG610000074,Q610007,ETN,메리츠 국채30년 ETN,610007,,,,,,,
KRG610000082,Q610008,ETN,메리츠 레버리지 국채30년 ETN,610008,,,,,,,
KRG610000108,Q610010,ETN,메리츠 인버스 2X 국채30년 ETN,610010,,,,,,,
KRG610000181,Q610018,ETN,메리츠 국채10년 ETN,610018,,,,,,,
KRG610000223,Q610022,ETN,메리츠 미국채10년 ETN(H),610022,,,,,,,
KRG610000280,Q610028,ETN,메리츠 레버리지 구리 선물 ETN(H),610028,,,,,,,
KRG610000330,Q610033,ETN,메리츠 STAR 50 ETN,610033,,,,,,,
KRG610000348,Q610034,ETN,메리츠 대표 농산물 선물 ETN(H),610034,,,,,,,
KRG610000405,Q610040,ETN,메리츠 인버스 2X 미국채30년 ETN(H),610040,,,,,,,
KRG610000496,Q610049,ETN,메리츠 국채5년 ETN,610049,,,,,,,
KRG610000504,Q610050,ETN,메리츠 레버리지 국채5년 ETN,610050,,,,,,,
KRG610000546,Q610054,ETN,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),610054,,,,,,,
KRG610000579,Q610057,ETN,메리츠 3X 레버리지 국채5년 ETN,610057,,,,,,,
KRG610000611,Q610061,ETN,메리츠 3X 레버리지 국채30년 ETN,610061,,,,,,,
KRG610000629,Q610062,ETN,메리츠 인버스 3X 국채30년 ETN,610062,,,,,,,
KRG610000637,Q610063,ETN,메리츠 KIS CD금리투자 ETN,610063,,,,,,,
KRG610000678,Q610067,ETN,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,610067,,,,,,,
KRG610000702,Q610070,ETN,메리츠 KAP 인버스 2X 일본 엔화 ETN,610070,,,,,,,
KRG610000728,Q610072,ETN,메리츠 KAP 레버리지 중국 위안화 ETN,610072,,,,,,,
KRG610000801,Q610080,ETN,메리츠 멕시코 페소화 ETN,610080,,,,,,,
KRG610000868,Q610086,ETN,메리츠 인버스2X 미국채30년 스트립 ETN(H),610086,,,,,,,
KRG610000892,Q610089,ETN,메리츠 인버스 2X WTI원유 선물 ETN(H),610089,,,,,,,
KRG610000967,Q610096,ETN,메리츠 인버스 2X 천연가스 선물 ETN(H),610096,,,,,,,
KRG610000975,Q610097,ETN,메리츠 미국채30년스트립 커버드콜 ETN(H),610097,,,,,,,
KRG700000117,Q700011,ETN,하나 레버리지 옥수수 선물 ETN(H),700011,,,,,,,
KRG700000182,Q700018,ETN,하나 인버스 2X 코스닥150 선물 ETN,700018,,,,,,,
KRG700000240,Q700024,ETN,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),700024,,,,,,,
KRG700000273,Q700027,ETN,하나 반도체 ETN,700027,,,,,,,
KRG700000281,Q700028,ETN,하나 레버리지 반도체 ETN,700028,,,,,,,
KRG610000231,Q610023,ETN,메리츠 레버리지 미국채10년 ETN(H),610023,,,,,,,
KRG610000249,Q610024,ETN,메리츠 인버스 미국채10년 ETN(H),610024,,,,,,,
KRG610000298,Q610029,ETN,메리츠 인버스 2X 구리 선물 ETN(H),610029,,,,,,,
KRG610000355,Q610035,ETN,메리츠 레버리지 대표 농산물 선물 ETN(H),610035,,,,,,,
KRG610000363,Q610036,ETN,메리츠 인버스 2X 대표 농산물 선물 ETN(H),610036,,,,,,,
KRG610000389,Q610038,ETN,메리츠 레버리지 미국채30년 ETN(H),610038,,,,,,,
KRG610000397,Q610039,ETN,메리츠 인버스 미국채30년 ETN(H),610039,,,,,,,
KRG610000439,Q610043,ETN,메리츠 천연가스 선물 ETN(H),610043,,,,,,,
KRG610000454,Q610045,ETN,메리츠 국채3년 ETN,610045,,,,,,,
KRG610000462,Q610046,ETN,메리츠 레버리지 국채3년 ETN,610046,,,,,,,
KRG610000553,Q610055,ETN,메리츠 3X 레버리지 국채3년 ETN,610055,,,,,,,
KRG610000587,Q610058,ETN,메리츠 인버스 3X 국채5년 ETN,610058,,,,,,,
KRG610000595,Q610059,ETN,메리츠 3X 레버리지 국채10년 ETN,610059,,,,,,,
KRG610000645,Q610064,ETN,메리츠 KAP 통안채 6개월 ETN,610064,,,,,,,
KRG610000652,Q610065,ETN,메리츠 KIS 통안채 1년 ETN,610065,,,,,,,
KRG610000710,Q610071,ETN,메리츠 KAP 중국 위안화 ETN,610071,,,,,,,
KRG610000793,Q610079,ETN,메리츠 인버스 3X 미국채30년 ETN,610079,,,,,,,
KRG610000835,Q610083,ETN,메리츠 레버리지 인도 루피화 ETN,610083,,,,,,,
KRG610000843,Q610084,ETN,메리츠 미국채30년 스트립 ETN(H),610084,,,,,,,
KRG610000876,Q610087,ETN,메리츠 WTI원유 선물 ETN(H),610087,,,,,,,
KRG610000884,Q610088,ETN,메리츠 레버리지 WTI원유 선물 ETN(H),610088,,,,,,,
KRG610001023,Q610102,ETN,메리츠 솔랙티브 금 선물 ETN(H),610102,,,,,,,
KRG700000141,Q700014,ETN,하나 인버스 2X 콩 선물 ETN(H),700014,,,,,,,
KRG700000174,Q700017,ETN,하나 레버리지 코스닥150 선물 ETN,700017,,,,,,,
KRG700000265,Q700026,ETN,하나 CD금리투자 ETN,700026,,,,,,,
KRG700000299,Q700029,ETN,하나 S&P 레버리지 WTI원유 선물 ETN B,700029,,,,,,,
KRG700000323,Q700032,ETN,하나 인버스 2X 천연가스 선물 ETN(H),700032,,,,,,,
KRG700000364,Q700036,ETN,하나 인버스 2X 반도체 ETN,700036,,,,,,,
KRG760000064,Q760006,ETN,키움 KPOP ETN,760006,,,,,,,
KRG760000080,Q760008,ETN,키움 코스닥 150 TR ETN,760008,,,,,,,
KRG760000148,Q760014,ETN,키움 바이오TOP10 ETN,760014,,,,,,,
KRG760000155,Q760015,ETN,키움 레버리지 바이오TOP10 ETN,760015,,,,,,,
KRG760000205,Q760020,ETN,키움 레버리지 리츠부동산인프라 ETN,760020,,,,,,,
KRG760000270,Q760027,ETN,키움 인버스 2X 전력 TOP5 ETN,760027,,,,,,,
KRG700000331,Q700033,ETN,하나 K방산TOP10 ETN,700033,,,,,,,
KRG760000098,Q760009,ETN,키움 CD금리투자 ETN,760009,,,,,,,
KRG760000106,Q760010,ETN,키움 2차전지산업 ETN,760010,,,,,,,
KRG760000163,Q760016,ETN,키움 레버리지 조선TOP10 ETN,760016,,,,,,,
KRG760000189,Q760018,ETN,키움 미국달러선물 ETN B,760018,,,,,,,
KRG760000213,Q760021,ETN,키움 코스피200 선물 달러노출 ETN,760021,,,,,,,
KRG760000221,Q760022,ETN,키움 K방산 TOP5 ETN,760022,,,,,,,
KRG760000239,Q760023,ETN,키움 레버리지 K방산 TOP5 ETN,760023,,,,,,,
KR70233J0002,A0233J0,ETF,TIGER 삼성전자SK하이닉스미국채혼합50,0233J0,,,,,,,
KR70000J0003,A0000J0,ETF,PLUS 한화그룹주,0000J0,0.19,실물(패시브),국내,주식,환노출,0.19,LSEG
KR70000Y0004,A0000Y0,ETF,HK 26-12 회사채(AA-이상)액티브,0000Y0,0.065,실물(액티브),국내,채권,환노출,0.065,LSEG
KR70002C0008,A0002C0,ETF,에셋플러스 인도일등기업포커스20액티브,0002C0,0.99,실물(액티브),해외,주식,환노출,0.99,LSEG
KR70007G0009,A0007G0,ETF,PLUS 글로벌원자력밸류체인,0007G0,0.39,실물(패시브),해외,주식,환노출,0.39,LSEG
KR70008E0000,A0008E0,ETF,ACE 미국중심중소형제조업,0008E0,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR70023B0004,A0023B0,ETF,PLUS 미국양자컴퓨팅TOP10,0023B0,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR70008S0004,A0008S0,ETF,TIGER 미국배당다우존스타겟데일리커버드콜,0008S0,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KR70010E0006,A0010E0,ETF,ACE FTSE WGBI Korea,0010E0,,,,,,,
KR70015E0001,A0015E0,ETF,KIWOOM 엔비디아미국30년국채혼합액티브(H),0015E0,0.19,실물(액티브),해외,혼합자산,환헤지,0.19,LSEG
KR70016X0007,A0016X0,ETF,SOL 중단기회사채(A-이상)액티브,0016X0,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR70018C0000,A0018C0,ETF,PLUS 고배당주위클리고정커버드콜,0018C0,0.3,실물(패시브),국내,주식,환노출,0.3,LSEG
KR70019K0009,A0019K0,ETF,TIME 미국나스닥100채권혼합50액티브,0019K0,0.25,실물(액티브),국내&해외,혼합자산,환노출,0.25,LSEG
KR70021E0003,A0021E0,ETF,ACE TDF2050액티브 적격,0021E0,0.35,실물(액티브),국내&해외,혼합자산,환노출,0.35,LSEG
KR70026E0008,A0026E0,ETF,KODEX 미국S&P500버퍼3월액티브,0026E0,0.39,실물(액티브),해외,주식,환노출,0.39,LSEG
KR70028X0003,A0028X0,ETF,KODEX 미국금융테크액티브,0028X0,0.45,실물(액티브),해외,주식,환노출,0.45,LSEG
KR70035T0000,A0035T0,ETF,PLUS 글로벌휴머노이드로봇액티브,0035T0,0.45,실물(액티브),국내&해외,주식,환노출,0.45,LSEG
KR70036D0007,A0036D0,ETF,TIME 미국배당다우존스액티브,0036D0,0.8,실물(액티브),해외,주식,환노출,0.8,LSEG
KR70036R0001,A0036R0,ETF,RISE 미국휴머노이드로봇,0036R0,0.4,실물(패시브),해외,주식,환노출,0.4,LSEG
KR70038A0008,A0038A0,ETF,KODEX 미국휴머노이드로봇,0038A0,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR70041E0009,A0041E0,ETF,KODEX 미국S&P500액티브,0041E0,0.45,실물(액티브),해외,주식,환노출,0.45,LSEG
KRG570000577,Q570057,ETN,한투 은선물 ETN,570057,,,,,,,
KR70047A0007,A0047A0,ETF,TIGER 차이나테크TOP10,0047A0,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR70049K0003,A0049K0,ETF,ACE 미국배당퀄리티채권혼합50,0049K0,0.15,실물(패시브),국내&해외,혼합자산,환노출,0.15,LSEG
KR70051G0004,A0051G0,ETF,SOL 미국원자력SMR,0051G0,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR70068M0007,A0068M0,ETF,KODEX 미국S&P500버퍼6월액티브,0068M0,0.39,실물(액티브),해외,주식,환노출,0.39,LSEG
KR70073X0007,A0073X0,ETF,FOCUS 알리바바미국채커버드콜혼합,0073X0,0.36,실물(패시브),해외,혼합자산,환노출,0.36,LSEG
KR70074K0001,A0074K0,ETF,KoAct K수출핵심기업TOP30액티브,0074K0,0.5,실물(액티브),국내,주식,환노출,0.5,LSEG
KR70080G0009,A0080G0,ETF,KODEX 방산TOP10,0080G0,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR70080X0008,A0080X0,ETF,SOL 미국S&P500미국채혼합50,0080X0,0.15,실물(패시브),해외,혼합자산,환노출,0.15,LSEG
KR70082F0008,A0082F0,ETF,HANARO 유럽방산,0082F0,0.35,실물(패시브),해외,주식,환노출,0.35,LSEG
KR70082V0008,A0082V0,ETF,KODEX TDF2060액티브 적격,0082V0,0.3,실물(액티브),국내&해외,혼합자산,환노출,0.3,LSEG
KR70083S0002,A0083S0,ETF,1Q 미국메디컬AI,0083S0,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR70084D0008,A0084D0,ETF,KIWOOM 미국테크100월간목표헤지액티브,0084D0,0.49,실물(액티브),해외,혼합자산,환노출,0.49,LSEG
KR70084E0007,A0084E0,ETF,KIWOOM 미국대형주500월간목표헤지액티브,0084E0,0.49,실물(액티브),해외,혼합자산,환노출,0.49,LSEG
KR70090B0002,A0090B0,ETF,PLUS K방산소부장,0090B0,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR70091P0005,A0091P0,ETF,TIGER 코리아원자력,0091P0,0.5,실물(패시브),국내,주식,환노출,0.5,LSEG
KR70092C0009,A0092C0,ETF,SOL 27-12 회사채(AA-이상)액티브,0092C0,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR70094K0007,A0094K0,ETF,TIGER 28-04 회사채(A+이상)액티브,0094K0,0.1,실물(액티브),국내,채권,환노출,0.1,LSEG
KR70094L0006,A0094L0,ETF,RISE 차이나테크TOP10위클리타겟커버드콜,0094L0,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR70094X0002,A0094X0,ETF,1Q 샤오미밸류체인액티브,0094X0,0.49,실물(액티브),해외,주식,환노출,0.49,LSEG
KR70097L0003,A0097L0,ETF,KIWOOM 한국고배당&미국AI테크,0097L0,0.45,실물(패시브),국내&해외,주식,환노출,0.45,LSEG
KR70098Z0006,A0098Z0,ETF,FOCUS 200,0098Z0,0.05,실물(패시브),국내,주식,환노출,0.05,LSEG
KRG530000899,Q530089,ETN,삼성 은 선물 ETN(H),530089,,,,,,,
KR70102A0009,A0102A0,ETF,TIGER 미국AI소프트웨어TOP4Plus,0102A0,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR70102X0002,A0102X0,ETF,ACE 유럽방산TOP10,0102X0,0.35,실물(패시브),해외,주식,환노출,0.35,LSEG
KRG500000796,Q500079,ETN,신한 S&P 인버스 유로 선물 ETN(H),500079,,,,,,,
KR70104G0001,A0104G0,ETF,PLUS K방산레버리지,0104G0,0.5,실물(패시브),국내,주식,환노출,0.5,LSEG
KR70105D0003,A0105D0,ETF,SOL 한국AI소프트웨어,0105D0,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR70107F0009,A0107F0,ETF,KIWOOM 미국고배당&AI테크,0107F0,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR70113G0000,A0113G0,ETF,KoAct 미국바이오헬스케어액티브,0113G0,0.5,실물(액티브),해외,주식,환노출,0.5,LSEG
KR70115C0002,A0115C0,ETF,RISE 미국고배당다우존스TOP10,0115C0,0.01,실물(패시브),해외,주식,환노출,0.01,LSEG
KR70123S0004,A0123S0,ETF,HANARO 26-12 은행채(AA+이상)액티브,0123S0,0.02,실물(액티브),국내,채권,환노출,0.02,LSEG
KR70128D0006,A0128D0,ETF,PLUS 차이나항셍테크위클리타겟커버드콜,0128D0,0.39,실물(패시브),해외,주식,환노출,0.39,LSEG
KR70132K0001,A0132K0,ETF,PLUS 테슬라위클리커버드콜채권혼합,0132K0,0.39,실물(패시브),국내&해외,주식,환노출,0.39,LSEG
KR70138D0004,A0138D0,ETF,RISE 동학개미,0138D0,0.07,실물(패시브),국내,주식,환노출,0.07,LSEG
KR70139F0001,A0139F0,ETF,TIGER 12월자동연장금융채(AA-이상)액티브,0139F0,0.1,실물(액티브),국내,채권,환노출,0.1,LSEG
KR70142D0008,A0142D0,ETF,TIGER 미국AI데이터센터TOP4Plus,0142D0,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR70144L0006,A0144L0,ETF,KODEX 미국성장커버드콜액티브,0144L0,0.49,실물(액티브),해외,주식,환노출,0.49,LSEG
KR70144M0005,A0144M0,ETF,KODEX 미국드론UAM TOP10,0144M0,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR70148J0006,A0148J0,ETF,TIGER 코리아휴머노이드로봇산업,0148J0,0.5,실물(패시브),국내,주식,환노출,0.5,LSEG
KR70151P0002,A0151P0,ETF,RISE 코리아전략산업액티브,0151P0,0.5,실물(액티브),국내,주식,환노출,0.5,LSEG
KR70152E0004,A0152E0,ETF,SOL 배당성향탑픽액티브,0152E0,0.3,실물(액티브),국내,주식,환노출,0.3,LSEG
KR70155N0000,A0155N0,ETF,HANARO K휴머노이드테마TOP10,0155N0,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR70162Y0008,A0162Y0,ETF,TIME 코스닥액티브,0162Y0,0.8,실물(액티브),국내,주식,환노출,0.8,LSEG
KR70166S0002,A0166S0,ETF,PLUS K제조업핵심기업액티브,0166S0,0.63,실물(액티브),국내,주식,환노출,0.63,LSEG
KR70168K0008,A0168K0,ETF,TIGER 기술이전바이오액티브,0168K0,0.5,실물(액티브),국내,주식,환노출,0.5,LSEG
KR70172V0009,A0172V0,ETF,1Q 은액티브,0172V0,0.3,실물(액티브),해외,원자재,환노출,0.3,LSEG
KR70177R0000,A0177R0,ETF,TIGER 반도체TOP10커버드콜액티브,0177R0,0.45,실물(액티브),국내,주식,환노출,0.45,LSEG
KR70177X0002,A0177X0,ETF,ACE K휴머노이드로봇산업TOP2+,0177X0,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR70178H0001,A0178H0,ETF,IBK 미국AI TOP10국채혼합50,0178H0,0.25,실물(패시브),국내&해외,혼합자산,환노출,0.25,LSEG
KR70182R0003,A0182R0,ETF,1Q K반도체TOP2+,0182R0,0.2,실물(패시브),국내,주식,환노출,0.2,LSEG
KR70184E0006,A0184E0,ETF,1Q 200채권혼합50액티브,0184E0,0.4,실물(액티브),국내,혼합자산,환노출,0.4,LSEG
KR70184L0007,A0184L0,ETF,PLUS 중기종합채권(A-이상)액티브,0184L0,,,,,,,
KR70185L0006,A0185L0,ETF,TIME 글로벌휴머노이드로봇산업액티브,0185L0,,,,,,,
KR70189B0004,A0189B0,ETF,TIGER 은액티브,0189B0,0.3,실물(액티브),해외,원자재,환노출,0.3,LSEG
KR70189Z0006,A0189Z0,ETF,DAISHIN 금융&지주고배당,0189Z0,,,,,,,
KR70190G0006,A0190G0,ETF,KODEX 반도체타겟위클리커버드콜,0190G0,,,,,,,
KR70191W0005,A0191W0,ETF,HANARO 중기종합채권(A-이상)액티브,0191W0,,,,,,,
KR70193W0003,A0193W0,ETF,KODEX 삼성전자단일종목레버리지,0193W0,,,,,,,
KR70194M0004,A0194M0,ETF,ACE 삼성전자단일종목레버리지,0194M0,,,,,,,
KR70194R0009,A0194R0,ETF,KIWOOM SK하이닉스선물단일종목레버리지,0194R0,,,,,,,
KR70197X0008,A0197X0,ETF,SOL SK하이닉스선물단일종목인버스2X,0197X0,,,,,,,
