pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR354409GDA4,장내,1,AAA,1,crd_grd,2610,5-10년,Y,N,Y,derived:PRBD01N001
KR354409GE41,장내,1,AAA,1,crd_grd,2798,5-10년,Y,N,Y,derived:PRBD01N001
KR354409GFB7,장내,1,AAA,1,crd_grd,2288,5-10년,Y,N,Y,derived:PRBD01N001
KR354410G7A6,장내,1,AAA,1,crd_grd,2259,5-10년,Y,N,Y,derived:PRBD01N001
KR354411G818,장내,1,AAA,1,crd_grd,4176,10년이상,Y,N,Y,derived:PRBD01N001
KR354411GEB6,장내,1,AAA,1,crd_grd,6661,10년이상,Y,N,Y,derived:PRBD01N001
KR354413G962,장내,1,AAA,1,crd_grd,4691,10년이상,Y,N,Y,derived:PRBD01N001
KR354413GG50,장내,1,AAA,1,crd_grd,271,1년미만,Y,N,Y,derived:PRBD01N001
KR354414G788,장내,1,AAA,1,crd_grd,369,1-3년,Y,N,Y,derived:PRBD01N001
KR354414GG42,장내,1,AAA,1,crd_grd,1700,3-5년,Y,N,Y,derived:PRBD01N001
KR354416G6B0,장내,1,AAA,1,crd_grd,3742,10년이상,Y,N,Y,derived:PRBD01N001
KR354416G718,장내,1,AAA,1,crd_grd,3805,10년이상,Y,N,Y,derived:PRBD01N001
KR354416G874,장내,1,AAA,1,crd_grd,4358,10년이상,Y,N,Y,derived:PRBD01N001
KR354416GB11,장내,1,AAA,1,crd_grd,3441,5-10년,Y,N,Y,derived:PRBD01N001
KR354416GC77,장내,1,AAA,1,crd_grd,5814,10년이상,Y,N,Y,derived:PRBD01N001
KR354417G732,장내,1,AAA,1,crd_grd,3868,10년이상,Y,N,Y,derived:PRBD01N001
KR354419G860,장내,1,AAA,1,crd_grd,677,1-3년,Y,N,Y,derived:PRBD01N001
KR354420GD21,장내,1,AAA,1,crd_grd,9681,10년이상,Y,N,Y,derived:PRBD01N001
KR354422GE69,장내,1,AAA,1,crd_grd,6518,10년이상,Y,N,Y,derived:PRBD01N001
KR35442572B8,장내,1,AAA,1,crd_grd,2278,5-10년,Y,N,Y,derived:PRBD01N001
KR354426GG48,장내,1,AAA,1,crd_grd,10839,10년이상,Y,N,Y,derived:PRBD01N001
KR3544157141,장내,1,AAA,1,crd_grd,7217,10년이상,Y,N,Y,derived:PRBD01N001
KR354415G769,장내,1,AAA,1,crd_grd,2133,5-10년,Y,N,Y,derived:PRBD01N001
KR354415GG17,장내,1,AAA,1,crd_grd,7085,10년이상,Y,N,Y,derived:PRBD01N001
KR354416G510,장내,1,AAA,1,crd_grd,3076,5-10년,Y,N,Y,derived:PRBD01N001
KR354416G6A2,장내,1,AAA,1,crd_grd,3714,10년이상,Y,N,Y,derived:PRBD01N001
KR354416GA61,장내,1,AAA,1,crd_grd,3221,5-10년,Y,N,Y,derived:PRBD01N001
KR354416GEA7,장내,1,AAA,1,crd_grd,69,1년미만,Y,N,Y,derived:PRBD01N001
KR354416GG65,장내,1,AAA,1,crd_grd,675,1-3년,Y,N,Y,derived:PRBD01N001
KR354417GB69,장내,1,AAA,1,crd_grd,5422,10년이상,Y,N,Y,derived:PRBD01N001
KR354419G852,장내,1,AAA,1,crd_grd,2473,5-10년,Y,N,Y,derived:PRBD01N001
KR354421GE78,장내,1,AAA,1,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR354422GEA5,장내,1,AAA,1,crd_grd,10296,10년이상,Y,N,Y,derived:PRBD01N001
KR101501DEA9,장내,1,,,,1167,3-5년,Y,N,Y,derived:PRBD01N001
KR101701D9B6,장내,1,,,,1197,3-5년,Y,N,Y,derived:PRBD01N001
KR101701DA48,장내,1,,,,1348,3-5년,Y,N,Y,derived:PRBD01N001
KR101701DA63,장내,1,,,,1409,3-5년,Y,N,Y,derived:PRBD01N001
KR103501GD32,장내,1,,,,567,1-3년,Y,N,Y,derived:PRBD01N001
KR103501GFC3,장내,1,,,,842,1-3년,Y,N,Y,derived:PRBD01N001
KR103503GB99,장내,1,,,,5499,10년이상,Y,N,Y,derived:PRBD01N001
KR2001024DA2,장내,1,,,,1532,3-5년,Y,N,Y,derived:PRBD01N001
KR2001024FB5,장내,1,,,,2293,5-10년,Y,N,Y,derived:PRBD01N001
KR2001024G50,장내,1,,,,2475,5-10년,Y,N,Y,derived:PRBD01N001
KR2001034A21,장내,1,,,,191,1년미만,Y,N,Y,derived:PRBD01N001
KR354428GA42,장내,1,AAA,1,crd_grd,4999,10년이상,Y,N,Y,derived:PRBD01N001
KR354431G568,장내,1,AAA,1,crd_grd,1402,3-5년,Y,N,Y,derived:PRBD01N001
KR354439G561,장내,1,AAA,1,crd_grd,1409,3-5년,Y,N,Y,derived:PRBD01N001
KR354601G4A2,장내,1,AAA,1,crd_grd,1164,3-5년,Y,N,Y,derived:PRBD01N001
KR354601G632,장내,1,AAA,1,crd_grd,3487,5-10년,Y,N,Y,derived:PRBD01N001
KR354601G749,장내,1,AAA,1,crd_grd,7539,10년이상,Y,N,Y,derived:PRBD01N001
KR354601GAA2,장내,1,AAA,1,crd_grd,1517,3-5년,Y,N,Y,derived:PRBD01N001
KR354602GC22,장내,1,AAA,1,crd_grd,9301,10년이상,Y,N,Y,derived:PRBD01N001
KR354602GEB0,장내,1,AAA,1,crd_grd,1185,3-5년,Y,N,Y,derived:PRBD01N001
KR354602GFA9,장내,1,AAA,1,crd_grd,10648,10년이상,Y,N,Y,derived:PRBD01N001
KR354701GE20,장내,1,AAA,1,crd_grd,169,1년미만,Y,N,Y,derived:PRBD01N001
KR354423GA21,장내,1,AAA,1,crd_grd,3106,5-10년,Y,N,Y,derived:PRBD01N001
KR35442472A3,장내,1,AAA,1,crd_grd,2257,5-10년,Y,N,Y,derived:PRBD01N001
KR354425GDB8,장내,1,AAA,1,crd_grd,1556,3-5년,Y,N,Y,derived:PRBD01N001
KR354425GG49,장내,1,AAA,1,crd_grd,7186,10년이상,Y,N,Y,derived:PRBD01N001
KR354426GC42,장내,1,AAA,1,crd_grd,979,1-3년,Y,N,Y,derived:PRBD01N001
KR354427GD65,장내,1,AAA,1,crd_grd,676,1-3년,Y,N,Y,derived:PRBD01N001
KR354601G830,장내,1,AAA,1,crd_grd,7871,10년이상,Y,N,Y,derived:PRBD01N001
KR354601GA41,장내,1,AAA,1,crd_grd,8637,10년이상,Y,N,Y,derived:PRBD01N001
KR354601GE62,장내,1,AAA,1,crd_grd,1018,1-3년,Y,N,Y,derived:PRBD01N001
KR354701GF78,장내,1,AA+,2,crd_grd,515,1-3년,Y,N,Y,derived:PRBD01N001
KR354804DE78,장내,1,AAA,1,crd_grd,1075,1-3년,Y,N,Y,derived:PRBD01N001
KR354701GF86,장내,1,AAA,1,crd_grd,718,1-3년,Y,N,Y,derived:PRBD01N001
KR354801DDB7,장내,1,AAA,1,crd_grd,101,1년미만,Y,N,Y,derived:PRBD01N001
KR354801DFC0,장내,1,AAA,1,crd_grd,863,1-3년,Y,N,Y,derived:PRBD01N001
KR355602GFB6,장내,1,AA+,2,crd_grd,442,1-3년,Y,N,Y,derived:PRBD01N001
KR356001GD49,장내,1,,,,595,1-3년,Y,N,Y,derived:PRBD01N001
KR356001GDB5,장내,1,,,,77,1년미만,Y,N,Y,derived:PRBD01N001
KR356001GE30,장내,1,,,,935,1-3년,Y,N,Y,derived:PRBD01N001
KR356002GF20,장내,1,,,,357,1년미만,Y,N,Y,derived:PRBD01N001
KR356004G512,장내,1,,,,1254,3-5년,Y,N,Y,derived:PRBD01N001
KR356004GCA3,장내,1,,,,5911,10년이상,Y,N,Y,derived:PRBD01N001
KR356005GG75,장내,1,,,,1068,1-3년,Y,N,Y,derived:PRBD01N001
KR356101DDB0,장내,1,AAA,1,crd_grd,101,1년미만,Y,N,Y,derived:PRBD01N001
KR355202GF79,장내,1,AA+,2,crd_grd,341,1년미만,Y,N,Y,derived:PRBD01N001
KR355601GG83,장내,1,AA+,2,crd_grd,724,1-3년,Y,N,Y,derived:PRBD01N001
KR356002G631,장내,1,,,,2764,5-10년,Y,N,Y,derived:PRBD01N001
KR356002G847,장내,1,,,,605,1-3년,Y,N,Y,derived:PRBD01N001
KR356002GBB7,장내,1,,,,87,1년미만,Y,N,Y,derived:PRBD01N001
KR356002GE39,장내,1,,,,938,1-3년,Y,N,Y,derived:PRBD01N001
KR356002GFC6,장내,1,,,,854,1-3년,Y,N,Y,derived:PRBD01N001
KR356003G639,장내,1,,,,3135,5-10년,Y,N,Y,derived:PRBD01N001
KR356003GF11,장내,1,,,,1244,3-5년,Y,N,Y,derived:PRBD01N001
KR356004G5B5,장내,1,,,,2289,5-10년,Y,N,Y,derived:PRBD01N001
KR356005GE28,장내,1,,,,913,1-3년,Y,N,Y,derived:PRBD01N001
KR356010G626,장내,1,,,,2381,5-10년,Y,N,Y,derived:PRBD01N001
KR356101G623,장내,1,AAA,1,crd_grd,3453,5-10년,Y,N,Y,derived:PRBD01N001
KR356101G748,장내,1,AAA,1,crd_grd,2076,5-10년,Y,N,Y,derived:PRBD01N001
KR356102DE72,장내,1,AAA,1,crd_grd,344,1년미만,Y,N,Y,derived:PRBD01N001
KR356102DE80,장내,1,AAA,1,crd_grd,375,1-3년,Y,N,Y,derived:PRBD01N001
KR356102DEB6,장내,1,AAA,1,crd_grd,466,1-3년,Y,N,Y,derived:PRBD01N001
KR356102DF14,장내,1,AAA,1,crd_grd,1259,3-5년,Y,N,Y,derived:PRBD01N001
KR356102G399,장내,1,AAA,1,crd_grd,747,1-3년,Y,N,Y,derived:PRBD01N001
KR356102GB56,장내,1,AAA,1,crd_grd,1738,3-5년,Y,N,Y,derived:PRBD01N001
KR356102GC30,장내,1,AAA,1,crd_grd,212,1년미만,Y,N,Y,derived:PRBD01N001
KR356102GG44,장내,1,AAA,1,crd_grd,18126,10년이상,Y,N,Y,derived:PRBD01N001
KR356103DG12,장내,1,AAA,1,crd_grd,1624,3-5년,Y,N,Y,derived:PRBD01N001
KR356101GE21,장내,1,AAA,1,crd_grd,165,1년미만,Y,N,Y,derived:PRBD01N001
KR356101GEB1,장내,1,AAA,1,crd_grd,1175,3-5년,Y,N,Y,derived:PRBD01N001
KR356101GF79,장내,1,AAA,1,crd_grd,3238,5-10년,Y,N,Y,derived:PRBD01N001
KR3561027235,장내,1,AAA,1,crd_grd,2031,5-10년,Y,N,Y,derived:PRBD01N001
KR356102DG13,장내,1,AAA,1,crd_grd,894,1-3년,Y,N,Y,derived:PRBD01N001
KR356102GG69,장내,1,AAA,1,crd_grd,3573,5-10년,Y,N,Y,derived:PRBD01N001
KR356103DF13,장내,1,AAA,1,crd_grd,528,1-3년,Y,N,Y,derived:PRBD01N001
KR356103DFA3,장내,1,AAA,1,crd_grd,1532,3-5년,Y,N,Y,derived:PRBD01N001
KR356103GG35,장내,1,AAA,1,crd_grd,1664,3-5년,Y,N,Y,derived:PRBD01N001
KR3561044164,장내,1,AAA,1,crd_grd,5413,10년이상,Y,N,Y,derived:PRBD01N001
KR3561047266,장내,1,AAA,1,crd_grd,9443,10년이상,Y,N,Y,derived:PRBD01N001
KR356103GD20,장내,1,AAA,1,crd_grd,544,1-3년,Y,N,Y,derived:PRBD01N001
KR356103GG19,장내,1,AAA,1,crd_grd,1608,3-5년,Y,N,Y,derived:PRBD01N001
KR356104GAA5,장내,1,AAA,1,crd_grd,1531,3-5년,Y,N,Y,derived:PRBD01N001
KR356104GF50,장내,1,AAA,1,crd_grd,3196,5-10년,Y,N,Y,derived:PRBD01N001
KR356104GFA4,장내,1,AAA,1,crd_grd,10653,10년이상,Y,N,Y,derived:PRBD01N001
KR356104GFC0,장내,1,AAA,1,crd_grd,1579,3-5년,Y,N,Y,derived:PRBD01N001
KR3561067322,장내,1,AAA,1,crd_grd,555,1-3년,Y,N,Y,derived:PRBD01N001
KR356112GG75,장내,1,AAA,1,crd_grd,1074,1-3년,Y,N,Y,derived:PRBD01N001
KR356115GFB8,장내,1,AAA,1,crd_grd,1559,3-5년,Y,N,Y,derived:PRBD01N001
KR356401GG26,장내,1,AAA,1,crd_grd,539,1-3년,Y,N,Y,derived:PRBD01N001
KR357201GFB5,장내,1,AA,3,crd_grd,447,1-3년,Y,N,Y,derived:PRBD01N001
KR357201GG34,장내,1,AA,3,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR356104DE47,장내,1,AAA,1,crd_grd,4635,10년이상,Y,N,Y,derived:PRBD01N001
KR356104GB21,장내,1,AAA,1,crd_grd,5300,10년이상,Y,N,Y,derived:PRBD01N001
KR356104GG42,장내,1,AAA,1,crd_grd,10831,10년이상,Y,N,Y,derived:PRBD01N001
KR356401GF68,장내,1,AAA,1,crd_grd,1397,3-5년,Y,N,Y,derived:PRBD01N001
KR356901GG54,장내,1,AA+,2,crd_grd,637,1-3년,Y,N,Y,derived:PRBD01N001
KR357103G9C3,장내,1,AAA,1,crd_grd,8513,10년이상,Y,N,Y,derived:PRBD01N001
KR357301GG82,장내,1,AA+,2,crd_grd,1085,1-3년,Y,N,Y,derived:PRBD01N001
KR357402GF73,장내,1,AAA,1,crd_grd,1433,3-5년,Y,N,Y,derived:PRBD01N001
KR380701G786,장내,1,AA+,2,crd_grd,367,1-3년,Y,N,Y,derived:PRBD01N001
KR380801AG10,장내,1,AAA,1,crd_grd,140,1년미만,Y,N,Y,derived:PRBD01N001
KR380801GG48,장내,1,AAA,1,crd_grd,223,1년미만,Y,N,Y,derived:PRBD01N001
KR602988EEA0,장내,1,AA+,2,crd_grd,1160,3-5년,Y,N,Y,derived:PRBD01N001
KR357401GFA3,장내,1,AAA,1,crd_grd,793,1-3년,Y,N,Y,derived:PRBD01N001
KR380701GFB5,장내,1,AAA,1,crd_grd,259,1년미만,Y,N,Y,derived:PRBD01N001
KR380801GG14,장내,1,AAA,1,crd_grd,137,1년미만,Y,N,Y,derived:PRBD01N001
KR380802GG21,장내,1,AAA,1,crd_grd,897,1-3년,Y,N,Y,derived:PRBD01N001
KR6030626F58,장내,1,AA-,4,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR380804GG37,장내,1,AAA,1,crd_grd,196,1년미만,Y,N,Y,derived:PRBD01N001
KR380805GFB4,장내,1,AAA,1,crd_grd,81,1년미만,Y,N,Y,derived:PRBD01N001
KR380807GG42,장내,1,AAA,1,crd_grd,778,1-3년,Y,N,Y,derived:PRBD01N001
KR380808GF91,장내,1,AAA,1,crd_grd,394,1-3년,Y,N,Y,derived:PRBD01N001
KR380809GFB6,장내,1,AAA,1,crd_grd,636,1-3년,Y,N,Y,derived:PRBD01N001
KR380810GG70,장내,1,AAA,1,crd_grd,708,1-3년,Y,N,Y,derived:PRBD01N001
KR381001GG28,장내,1,AAA,1,crd_grd,172,1년미만,Y,N,Y,derived:PRBD01N001
KR6030202C61,장내,1,AAA,1,crd_grd,312,1년미만,Y,N,Y,derived:PRBD01N001
KR6030621G52,장내,1,AA-,4,crd_grd,510,1-3년,Y,N,Y,derived:PRBD01N001
KR6030623E78,장내,1,AA-,4,crd_grd,325,1년미만,Y,N,Y,derived:PRBD01N001
KR6030624FC6,장내,1,AA-,4,crd_grd,118,1년미만,Y,N,Y,derived:PRBD01N001
KR6030626E26,장내,1,AA-,4,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR6030628EB2,장내,1,AA-,4,crd_grd,462,1-3년,Y,N,Y,derived:PRBD01N001
KR6030628F49,장내,1,AA-,4,crd_grd,342,1년미만,Y,N,Y,derived:PRBD01N001
KR6030629G54,장내,1,AA-,4,crd_grd,651,1-3년,Y,N,Y,derived:PRBD01N001
KR6031321F62,장내,1,AA+,2,crd_grd,539,1-3년,Y,N,Y,derived:PRBD01N001
KR6031323F11,장내,1,AA+,2,crd_grd,872,1-3년,Y,N,Y,derived:PRBD01N001
KR6031323F37,장내,1,AA+,2,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR6032642C65,장내,1,AA+,2,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR6032643BB5,장내,1,AA+,2,crd_grd,1898,5-10년,Y,N,Y,derived:PRBD01N001
KR6032643E62,장내,1,AA+,2,crd_grd,1756,3-5년,Y,N,Y,derived:PRBD01N001
KR6032711EA6,장내,1,AA+,2,crd_grd,781,1-3년,Y,N,Y,derived:PRBD01N001
KR6032711EB4,장내,1,AA+,2,crd_grd,1173,3-5년,Y,N,Y,derived:PRBD01N001
KR6032711F27,장내,1,AA+,2,crd_grd,901,1-3년,Y,N,Y,derived:PRBD01N001
KR6032711G34,장내,1,AA+,2,crd_grd,1118,3-5년,Y,N,Y,derived:PRBD01N001
KR6032714D59,장내,1,AA+,2,crd_grd,144,1년미만,Y,N,Y,derived:PRBD01N001
KR6032714F40,장내,1,AA+,2,crd_grd,1319,3-5년,Y,N,Y,derived:PRBD01N001
KR6032715FB2,장내,1,AA+,2,crd_grd,823,1-3년,Y,N,Y,derived:PRBD01N001
KR6032716997,장내,1,AA+,2,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR6032716F14,장내,1,AA+,2,crd_grd,1246,3-5년,Y,N,Y,derived:PRBD01N001
KR6032717G46,장내,1,AA+,2,crd_grd,1067,1-3년,Y,N,Y,derived:PRBD01N001
KR6032718F53,장내,1,AA+,2,crd_grd,1005,1-3년,Y,N,Y,derived:PRBD01N001
KR603271ADA0,장내,1,AA+,2,crd_grd,795,1-3년,Y,N,Y,derived:PRBD01N001
KR603271FF38,장내,1,AA+,2,crd_grd,1497,3-5년,Y,N,Y,derived:PRBD01N001
KR6033661FC5,장내,1,AA-,4,crd_grd,468,1-3년,Y,N,Y,derived:PRBD01N001
KR6033663G48,장내,1,AA-,4,crd_grd,595,1-3년,Y,N,Y,derived:PRBD01N001
KR6033665G46,장내,1,AA-,4,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR6033668EB5,장내,1,AA-,4,crd_grd,0,만기경과,Y,N,N,derived:PRBD01N001
KR6033669EA5,장내,1,AA-,4,crd_grd,433,1-3년,Y,N,Y,derived:PRBD01N001
KR603366CE87,장내,1,AA-,4,crd_grd,733,1-3년,Y,N,Y,derived:PRBD01N001
KR6034732C62,장내,1,AA+,2,crd_grd,292,1년미만,Y,N,Y,derived:PRBD01N001
KR6039493G58,장내,1,AA,3,crd_grd,1721,3-5년,Y,N,Y,derived:PRBD01N001
KR6046292FC4,장내,1,A,6,crd_grd,112,1년미만,Y,N,Y,derived:PRBD01N001
KR6046293F72,장내,1,A,6,crd_grd,343,1년미만,Y,N,Y,derived:PRBD01N001
KR6046295G53,장내,1,A,6,crd_grd,626,1-3년,Y,N,Y,derived:PRBD01N001
KR6046296EC8,장내,1,A,6,crd_grd,306,1년미만,Y,N,Y,derived:PRBD01N001
KR6046296G78,장내,1,A,6,crd_grd,336,1년미만,Y,N,Y,derived:PRBD01N001
KR6046297G10,장내,1,A,6,crd_grd,889,1-3년,Y,N,Y,derived:PRBD01N001
KR6049771F85,장내,1,A+,5,crd_grd,364,1년미만,Y,N,Y,derived:PRBD01N001
KR6051502G45,장내,1,A,6,crd_grd,602,1-3년,Y,N,Y,derived:PRBD01N001
KR6055551E97,장내,1,AA-,4,crd_grd,1118,3-5년,Y,N,Y,derived:PRBD01N001
KR6055551F13,장내,1,AAA,1,crd_grd,521,1-3년,Y,N,Y,derived:PRBD01N001
KR6055552CB8,장내,1,AAA,1,crd_grd,446,1-3년,Y,N,Y,derived:PRBD01N001
KR6055552F87,장내,1,AAA,1,crd_grd,1466,3-5년,Y,N,Y,derived:PRBD01N001
KR6055552F95,장내,1,AAA,1,crd_grd,758,1-3년,Y,N,Y,derived:PRBD01N001
KR6055553970,장내,1,AAA,1,crd_grd,1070,1-3년,Y,N,Y,derived:PRBD01N001
KR6055553CB6,장내,1,AAA,1,crd_grd,2273,5-10년,Y,N,Y,derived:PRBD01N001
KR6055555843,장내,1,AAA,1,crd_grd,613,1-3년,Y,N,Y,derived:PRBD01N001
KR6063263A86,장내,1,AA-,4,crd_grd,350,1년미만,Y,N,Y,derived:PRBD01N001
KR6063321C76,장내,1,AAA,1,crd_grd,342,1년미만,Y,N,Y,derived:PRBD01N001
KR60633239B1,장내,1,AAA,1,crd_grd,8499,10년이상,Y,N,Y,derived:PRBD01N001
KR6063622A58,장내,1,AAA,1,crd_grd,5029,10년이상,Y,N,Y,derived:PRBD01N001
KR6063623F60,장내,1,AAA,1,crd_grd,1405,3-5년,Y,N,Y,derived:PRBD01N001
KR60643116C7,장내,1,AAA,1,crd_grd,103,1년미만,Y,N,Y,derived:PRBD01N001
KR6064311899,장내,1,AAA,1,crd_grd,8074,10년이상,Y,N,Y,derived:PRBD01N001
KR6064311B69,장내,1,AAA,1,crd_grd,5400,10년이상,Y,N,Y,derived:PRBD01N001
KR6064311B77,장내,1,AAA,1,crd_grd,5455,10년이상,Y,N,Y,derived:PRBD01N001
KR6064312699,장내,1,AAA,1,crd_grd,16,1년미만,Y,N,Y,derived:PRBD01N001
KR60643126B8,장내,1,AAA,1,crd_grd,75,1년미만,Y,N,Y,derived:PRBD01N001
KR6064981E73,장내,1,AAA,1,crd_grd,343,1년미만,Y,N,Y,derived:PRBD01N001
KR6064982B18,장내,1,AAA,1,crd_grd,5272,10년이상,Y,N,Y,derived:PRBD01N001
KR6064984G11,장내,1,AAA,1,crd_grd,522,1-3년,Y,N,Y,derived:PRBD01N001
KR6065901EB1,장내,1,AA+,2,crd_grd,84,1년미만,Y,N,Y,derived:PRBD01N001
KR6065901G26,장내,1,AA+,2,crd_grd,531,1-3년,Y,N,Y,derived:PRBD01N001
KR6065903FA6,장내,1,AA+,2,crd_grd,1503,3-5년,Y,N,Y,derived:PRBD01N001
KR6065904C43,장내,1,AA+,2,crd_grd,227,1년미만,Y,N,Y,derived:PRBD01N001
KR6065904G31,장내,1,AA+,2,crd_grd,560,1-3년,Y,N,Y,derived:PRBD01N001
KR6065905921,장내,1,AA+,2,crd_grd,922,1-3년,Y,N,Y,derived:PRBD01N001
KR6065906B75,장내,1,AA+,2,crd_grd,684,1-3년,Y,N,Y,derived:PRBD01N001
KR6065906C82,장내,1,AA+,2,crd_grd,353,1년미만,Y,N,Y,derived:PRBD01N001
KR6065907DA2,장내,1,AA+,2,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6065907FC3,장내,1,AA+,2,crd_grd,1214,3-5년,Y,N,Y,derived:PRBD01N001
KR606590ADB8,장내,1,AA+,2,crd_grd,84,1년미만,Y,N,Y,derived:PRBD01N001
KR606590CE13,장내,1,AA+,2,crd_grd,887,1-3년,Y,N,Y,derived:PRBD01N001
KR606590GC86,장내,1,AA+,2,crd_grd,370,1-3년,Y,N,Y,derived:PRBD01N001
KR60665629C2,장내,1,AAA,1,crd_grd,1201,3-5년,Y,N,Y,derived:PRBD01N001
KR6069962E26,장내,1,AA+,2,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6076952F22,장내,1,AA-,4,crd_grd,532,1-3년,Y,N,Y,derived:PRBD01N001
KR6079311F63,장내,1,AA-,4,crd_grd,182,1년미만,Y,N,Y,derived:PRBD01N001
KR6079311FA6,장내,1,AA-,4,crd_grd,591,1-3년,Y,N,Y,derived:PRBD01N001
KR6079312G53,장내,1,AA-,4,crd_grd,686,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782D94,장내,1,AA+,2,crd_grd,745,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782E51,장내,1,AA+,2,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782EB0,장내,1,AA+,2,crd_grd,1351,3-5년,Y,N,Y,derived:PRBD01N001
KR6029783B87,장내,1,AA+,2,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6029783D85,장내,1,AA+,2,crd_grd,682,1-3년,Y,N,Y,derived:PRBD01N001
KR6029783FA7,장내,1,AA+,2,crd_grd,1160,3-5년,Y,N,Y,derived:PRBD01N001
KR6029784F33,장내,1,AA+,2,crd_grd,931,1-3년,Y,N,Y,derived:PRBD01N001
KR6029785F73,장내,1,AA+,2,crd_grd,537,1-3년,Y,N,Y,derived:PRBD01N001
KR6029785G49,장내,1,AA+,2,crd_grd,938,1-3년,Y,N,Y,derived:PRBD01N001
KR6029786E81,장내,1,AA+,2,crd_grd,130,1년미만,Y,N,Y,derived:PRBD01N001
KR6029788F13,장내,1,AA+,2,crd_grd,1190,3-5년,Y,N,Y,derived:PRBD01N001
KR6029789DA9,장내,1,AA+,2,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR6079313F46,장내,1,AA-,4,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR6079314DB3,장내,1,AA-,4,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR6079316G42,장내,1,AA-,4,crd_grd,616,1-3년,Y,N,Y,derived:PRBD01N001
KR6079316G59,장내,1,AA-,4,crd_grd,738,1-3년,Y,N,Y,derived:PRBD01N001
KR6079317FC9,장내,1,AA-,4,crd_grd,522,1-3년,Y,N,Y,derived:PRBD01N001
KR60042CRF45,장내,1,AAA,1,crd_grd,338,1년미만,Y,N,Y,derived:PRBD01N001
KR6004941862,장내,1,AA,3,crd_grd,656,1-3년,Y,N,Y,derived:PRBD01N001
KR60051KNF54,장내,1,AAA,1,crd_grd,214,1년미만,Y,N,Y,derived:PRBD01N001
KR6005272G72,장내,1,AAA,1,crd_grd,344,1년미만,Y,N,Y,derived:PRBD01N001
KR6005281F80,장내,1,AAA,1,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6005281G63,장내,1,AAA,1,crd_grd,287,1년미만,Y,N,Y,derived:PRBD01N001
KR6005941F41,장내,1,AA+,2,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KRC0350C2967,장내,1,,,,1024,1-3년,Y,N,Y,derived:PRBD01N001
KRC0350C3130,장내,1,,,,1662,3-5년,Y,N,Y,derived:PRBD01N001
KRC0350C3460,장내,1,,,,2850,5-10년,Y,N,Y,derived:PRBD01N001
KRC0350C3791,장내,1,,,,4038,10년이상,Y,N,Y,derived:PRBD01N001
KRC0350C39C3,장내,1,,,,4859,10년이상,Y,N,Y,derived:PRBD01N001
KRC0350C4534,장내,1,,,,6776,10년이상,Y,N,Y,derived:PRBD01N001
KR6005941F74,장내,1,AA+,2,crd_grd,700,1-3년,Y,N,Y,derived:PRBD01N001
KR6005942F99,장내,1,AA+,2,crd_grd,1497,3-5년,Y,N,Y,derived:PRBD01N001
KR6006042D72,장내,1,AA-,4,crd_grd,698,1-3년,Y,N,Y,derived:PRBD01N001
KR6006801DC5,장내,1,AA,3,crd_grd,109,1년미만,Y,N,Y,derived:PRBD01N001
KR6006801F22,장내,1,AA,3,crd_grd,553,1-3년,Y,N,Y,derived:PRBD01N001
KR6006803G45,장내,1,AA,3,crd_grd,966,1-3년,Y,N,Y,derived:PRBD01N001
KR60071PRF69,장내,1,AAA,1,crd_grd,374,1-3년,Y,N,Y,derived:PRBD01N001
KR60075Z2FJ8,장내,1,AAA,1,crd_grd,614,1-3년,Y,N,Y,derived:PRBD01N001
KR60075ZGFJ4,장내,1,AAA,1,crd_grd,1040,1-3년,Y,N,Y,derived:PRBD01N001
KR6008279F62,장내,1,AA-,4,crd_grd,675,1-3년,Y,N,Y,derived:PRBD01N001
KR6008561EA5,장내,1,AA,3,crd_grd,62,1년미만,Y,N,Y,derived:PRBD01N001
KR60094SWF88,장내,1,AAA,1,crd_grd,678,1-3년,Y,N,Y,derived:PRBD01N001
KR6010954F37,장내,1,AA+,2,crd_grd,3118,5-10년,Y,N,Y,derived:PRBD01N001
